"GENDER" "RACE" "WKSESL" "C1GMOTOR" "C1FMOTOR" "T1INTERN" "T1EXTERN" "T1INTERP" "T1CONTRO" "P1FIRKDG" "AGEBASELINE" "score" "time" "CHILDID"
"68523" "male" "white, non-Hispanic" 0.85 4 8 2.25 2.2 3 3.25 1 72 1.09 7.68114574786861 "94"
"89932" "male" "white, non-Hispanic" 0.85 4 8 2.25 2.2 3 3.25 1 72 1.39 9.69535971483266 "94"
"4297" "male" "white, non-Hispanic" 0.08 8 6 1 1.2 4 3.75 1 70 -0.03 0 "95"
"25706" "male" "white, non-Hispanic" 0.08 8 6 1 1.2 4 3.75 1 70 0.43 3.3166247903554 "95"
"47115" "male" "white, non-Hispanic" 0.08 8 6 1 1.2 4 3.75 1 70 1.1 5.91607978309962 "95"
"68524" "male" "white, non-Hispanic" 0.08 8 6 1 1.2 4 3.75 1 70 1.24 7.68114574786861 "95"
"89933" "male" "white, non-Hispanic" 0.08 8 6 1 1.2 4 3.75 1 70 1.67 9.69535971483266 "95"
"4309" "male" "white, non-Hispanic" 1.16 5 3 1.25 1 2.8 3.75 1 71 -0.84 0 "96"
"25718" "male" "white, non-Hispanic" 1.16 5 3 1.25 1 2.8 3.75 1 71 -0.01 3.3166247903554 "96"
"47127" "male" "white, non-Hispanic" 1.16 5 3 1.25 1 2.8 3.75 1 71 0.88 5.91607978309962 "96"
"68536" "male" "white, non-Hispanic" 1.16 5 3 1.25 1 2.8 3.75 1 71 0.99 7.61577310586391 "96"
"89945" "male" "white, non-Hispanic" 1.16 5 3 1.25 1 2.8 3.75 1 71 1.06 9.69535971483266 "96"
"4537" "male" "white, non-Hispanic" -0.23 4 4 1.25 2 3.75 3.67 1 66 -0.34 0 "97"
"25946" "male" "white, non-Hispanic" -0.23 4 4 1.25 2 3.75 3.67 1 66 0.52 3.46410161513775 "97"
"47355" "male" "white, non-Hispanic" -0.23 4 4 1.25 2 3.75 3.67 1 66 0.82 6 "97"
"68764" "male" "white, non-Hispanic" -0.23 4 4 1.25 2 3.75 3.67 1 66 1.28 7.74596669241483 "97"
"90173" "male" "white, non-Hispanic" -0.23 4 4 1.25 2 3.75 3.67 1 66 1.55 9.79795897113271 "97"
"4557" "male" "white, non-Hispanic" 0.54 5 5 1.75 1.6 2.75 3.33 1 68 -0.2 0 "98"
"25966" "male" "white, non-Hispanic" 0.54 5 5 1.75 1.6 2.75 3.33 1 68 0.59 3.46410161513775 "98"
"47375" "male" "white, non-Hispanic" 0.54 5 5 1.75 1.6 2.75 3.33 1 68 0.83 6 "98"
"68784" "male" "white, non-Hispanic" 0.54 5 5 1.75 1.6 2.75 3.33 1 68 0.99 7.74596669241483 "98"
"90193" "male" "white, non-Hispanic" 0.54 5 5 1.75 1.6 2.75 3.33 1 68 1.69 9.74679434480896 "98"
"4675" "male" "white, non-Hispanic" 0.98 8 5 2.5 1.2 3.2 3.75 1 70 -0.98 0 "99"
"26084" "male" "white, non-Hispanic" 0.98 8 5 2.5 1.2 3.2 3.75 1 70 -0.25 3.46410161513775 "99"
"47493" "male" "white, non-Hispanic" 0.98 8 5 2.5 1.2 3.2 3.75 1 70 0.6 6 "99"
"68902" "male" "white, non-Hispanic" 0.98 8 5 2.5 1.2 3.2 3.75 1 70 0.79 7.74596669241483 "99"
"90311" "male" "white, non-Hispanic" 0.98 8 5 2.5 1.2 3.2 3.75 1 70 1.63 9.79795897113271 "99"
"4688" "male" "white, non-Hispanic" 0.97 8 8 1 1.4 3.2 3.5 2 78 -0.04 0 "100"
"26097" "male" "white, non-Hispanic" 0.97 8 8 1 1.4 3.2 3.5 2 78 0.4 3.46410161513775 "100"
"47506" "male" "white, non-Hispanic" 0.97 8 8 1 1.4 3.2 3.5 2 78 1.16 6 "100"
"68915" "male" "white, non-Hispanic" 0.97 8 8 1 1.4 3.2 3.5 2 78 1.22 7.74596669241483 "100"
"90324" "male" "white, non-Hispanic" 0.97 8 8 1 1.4 3.2 3.5 2 78 1.43 9.79795897113271 "100"
"4812" "male" "white, non-Hispanic" -0.39 6 4 1 1 3.5 3.75 1 83 0.15 0 "101"
"26221" "male" "white, non-Hispanic" -0.39 6 4 1 1 3.5 3.75 1 83 0.84 3.46410161513775 "101"
"47630" "male" "white, non-Hispanic" -0.39 6 4 1 1 3.5 3.75 1 83 1.08 6 "101"
"69039" "male" "white, non-Hispanic" -0.39 6 4 1 1 3.5 3.75 1 83 1.4 7.68114574786861 "101"
"90448" "male" "white, non-Hispanic" -0.39 6 4 1 1 3.5 3.75 1 83 1.46 9.69535971483266 "101"
"4940" "male" "white, non-Hispanic" 1.14 8 6 2.25 1 2.6 3.5 1 79 -0.04 0 "102"
"26349" "male" "white, non-Hispanic" 1.14 8 6 2.25 1 2.6 3.5 1 79 0.16 3.46410161513775 "102"
"47758" "male" "white, non-Hispanic" 1.14 8 6 2.25 1 2.6 3.5 1 79 0.82 5.91607978309962 "102"
"69167" "male" "white, non-Hispanic" 1.14 8 6 2.25 1 2.6 3.5 1 79 1.16 7.68114574786861 "102"
"90576" "male" "white, non-Hispanic" 1.14 8 6 2.25 1 2.6 3.5 1 79 1.71 9.74679434480896 "102"
"4945" "female" "white, non-Hispanic" 1.41 7 5 1.25 1 3.6 4 1 83 -0.83 0 "103"
"26354" "female" "white, non-Hispanic" 1.41 7 5 1.25 1 3.6 4 1 83 0.08 3.3166247903554 "103"
"47763" "female" "white, non-Hispanic" 1.41 7 5 1.25 1 3.6 4 1 83 0.79 5.91607978309962 "103"
"69172" "female" "white, non-Hispanic" 1.41 7 5 1.25 1 3.6 4 1 83 1.11 7.61577310586391 "103"
"90581" "female" "white, non-Hispanic" 1.41 7 5 1.25 1 3.6 4 1 83 1.25 9.74679434480896 "103"
"5001" "female" "white, non-Hispanic" 1.5 8 9 1 1 3.2 3.25 1 77 0.32 0 "104"
"26410" "female" "white, non-Hispanic" 1.5 8 9 1 1 3.2 3.25 1 77 0.82 3.46410161513775 "104"
"47819" "female" "white, non-Hispanic" 1.5 8 9 1 1 3.2 3.25 1 77 1.06 6 "104"
"69228" "female" "white, non-Hispanic" 1.5 8 9 1 1 3.2 3.25 1 77 1.36 7.74596669241483 "104"
"90637" "female" "white, non-Hispanic" 1.5 8 9 1 1 3.2 3.25 1 77 1.75 9.74679434480896 "104"
"5063" "female" "white, non-Hispanic" 0.71 8 8 1 1.2 3.8 4 1 83 -0.64 0 "105"
"26472" "female" "white, non-Hispanic" 0.71 8 8 1 1.2 3.8 4 1 83 0.17 3.3166247903554 "105"
"47881" "female" "white, non-Hispanic" 0.71 8 8 1 1.2 3.8 4 1 83 1.01 5.91607978309962 "105"
"69290" "female" "white, non-Hispanic" 0.71 8 8 1 1.2 3.8 4 1 83 1.27 7.68114574786861 "105"
"90699" "female" "white, non-Hispanic" 0.71 8 8 1 1.2 3.8 4 1 83 1.62 9.69535971483266 "105"
"5066" "male" "white, non-Hispanic" 0.2 6 8 1 1 3.8 4 1 76 -0.93 0 "106"
"26475" "male" "white, non-Hispanic" 0.2 6 8 1 1 3.8 4 1 76 -0.26 3.3166247903554 "106"
"47884" "male" "white, non-Hispanic" 0.2 6 8 1 1 3.8 4 1 76 0.65 5.91607978309962 "106"
"69293" "male" "white, non-Hispanic" 0.2 6 8 1 1 3.8 4 1 76 0.67 7.68114574786861 "106"
"90702" "male" "white, non-Hispanic" 0.2 6 8 1 1 3.8 4 1 76 0.81 9.69535971483266 "106"
"5141" "female" "white, non-Hispanic" -0.01 8 8 1.25 1.2 3.2 3.25 1 83 -0.34 0 "107"
"26550" "female" "white, non-Hispanic" -0.01 8 8 1.25 1.2 3.2 3.25 1 83 0.06 3.3166247903554 "107"
"47959" "female" "white, non-Hispanic" -0.01 8 8 1.25 1.2 3.2 3.25 1 83 0.89 6 "107"
"69368" "female" "white, non-Hispanic" -0.01 8 8 1.25 1.2 3.2 3.25 1 83 1.35 7.61577310586391 "107"
"90777" "female" "white, non-Hispanic" -0.01 8 8 1.25 1.2 3.2 3.25 1 83 1.91 9.69535971483266 "107"
"5143" "male" "white, non-Hispanic" 0.75 8 9 1.75 3 2 2.5 1 81 -0.45 0 "108"
"26552" "male" "white, non-Hispanic" 0.75 8 9 1.75 3 2 2.5 1 81 0.2 3.3166247903554 "108"
"47961" "male" "white, non-Hispanic" 0.75 8 9 1.75 3 2 2.5 1 81 0.96 6 "108"
"69370" "male" "white, non-Hispanic" 0.75 8 9 1.75 3 2 2.5 1 81 1.04 7.61577310586391 "108"
"90779" "male" "white, non-Hispanic" 0.75 8 9 1.75 3 2 2.5 1 81 1.24 9.69535971483266 "108"
"5162" "female" "white, non-Hispanic" 0.55 8 8 1 1.2 2.6 3 1 74 -0.37 0 "109"
"26571" "female" "white, non-Hispanic" 0.55 8 8 1 1.2 2.6 3 1 74 0.65 3.60555127546399 "109"
"47980" "female" "white, non-Hispanic" 0.55 8 8 1 1.2 2.6 3 1 74 1.02 6 "109"
"69389" "female" "white, non-Hispanic" 0.55 8 8 1 1.2 2.6 3 1 74 1.39 7.68114574786861 "109"
"90798" "female" "white, non-Hispanic" 0.55 8 8 1 1.2 2.6 3 1 74 1.81 9.79795897113271 "109"
"5187" "female" "other" -0.88 5 7 2.25 2.2 2.4 2.5 1 73 -0.8 0 "110"
"26596" "female" "other" -0.88 5 7 2.25 2.2 2.4 2.5 1 73 0.06 3.46410161513775 "110"
"48005" "female" "other" -0.88 5 7 2.25 2.2 2.4 2.5 1 73 0.79 6 "110"
"69414" "female" "other" -0.88 5 7 2.25 2.2 2.4 2.5 1 73 0.99 7.68114574786861 "110"
"90823" "female" "other" -0.88 5 7 2.25 2.2 2.4 2.5 1 73 1 9.79795897113271 "110"
"5253" "male" "white, non-Hispanic" 0.3 6 5 1.5 1 3.8 4 1 70 -0.38 0 "111"
"26662" "male" "white, non-Hispanic" 0.3 6 5 1.5 1 3.8 4 1 70 0.49 3.60555127546399 "111"
"48071" "male" "white, non-Hispanic" 0.3 6 5 1.5 1 3.8 4 1 70 1.17 6 "111"
"69480" "male" "white, non-Hispanic" 0.3 6 5 1.5 1 3.8 4 1 70 1.56 7.68114574786861 "111"
"90889" "male" "white, non-Hispanic" 0.3 6 5 1.5 1 3.8 4 1 70 1.71 9.79795897113271 "111"
"5320" "female" "white, non-Hispanic" 0.48 8 7 1.25 1.6 3 3 1 79 -0.5 0 "112"
"26729" "female" "white, non-Hispanic" 0.48 8 7 1.25 1.6 3 3 1 79 0.62 3.3166247903554 "112"
"48138" "female" "white, non-Hispanic" 0.48 8 7 1.25 1.6 3 3 1 79 1.37 6 "112"
"69547" "female" "white, non-Hispanic" 0.48 8 7 1.25 1.6 3 3 1 79 1.76 7.68114574786861 "112"
"90956" "female" "white, non-Hispanic" 0.48 8 7 1.25 1.6 3 3 1 79 2.02 9.69535971483266 "112"
"5353" "female" "white, non-Hispanic" -0.2 4 7 1 1.8 3.4 3.5 1 70 -0.91 0 "113"
"26762" "female" "white, non-Hispanic" -0.2 4 7 1 1.8 3.4 3.5 1 70 0.04 3.46410161513775 "113"
"48171" "female" "white, non-Hispanic" -0.2 4 7 1 1.8 3.4 3.5 1 70 0.65 6.08276253029822 "113"
"69580" "female" "white, non-Hispanic" -0.2 4 7 1 1.8 3.4 3.5 1 70 1 7.81024967590665 "113"
"90989" "female" "white, non-Hispanic" -0.2 4 7 1 1.8 3.4 3.5 1 70 1.12 9.79795897113271 "113"
"5399" "female" "white, non-Hispanic" -0.57 6 4 1.25 2.4 3.2 3 1 73 0.62 0 "114"
"26808" "female" "white, non-Hispanic" -0.57 6 4 1.25 2.4 3.2 3 1 73 0.78 3.3166247903554 "114"
"48217" "female" "white, non-Hispanic" -0.57 6 4 1.25 2.4 3.2 3 1 73 0.99 6 "114"
"69626" "female" "white, non-Hispanic" -0.57 6 4 1.25 2.4 3.2 3 1 73 1.01 7.74596669241483 "114"
"91035" "female" "white, non-Hispanic" -0.57 6 4 1.25 2.4 3.2 3 1 73 1.58 9.69535971483266 "114"
"5541" "male" "white, non-Hispanic" 0.45 8 8 1.5 2 2.6 2.75 1 76 -0.36 0 "115"
"26950" "male" "white, non-Hispanic" 0.45 8 8 1.5 2 2.6 2.75 1 76 0.53 3.46410161513775 "115"
"48359" "male" "white, non-Hispanic" 0.45 8 8 1.5 2 2.6 2.75 1 76 0.92 6 "115"
"69768" "male" "white, non-Hispanic" 0.45 8 8 1.5 2 2.6 2.75 1 76 1.36 7.74596669241483 "115"
"91177" "male" "white, non-Hispanic" 0.45 8 8 1.5 2 2.6 2.75 1 76 1.75 9.8488578017961 "115"
"5546" "female" "white, non-Hispanic" -0.12 0 7 1 1.4 3 3 1 73 0.47 0 "116"
"26955" "female" "white, non-Hispanic" -0.12 0 7 1 1.4 3 3 1 73 0.78 3.46410161513775 "116"
"48364" "female" "white, non-Hispanic" -0.12 0 7 1 1.4 3 3 1 73 0.82 6 "116"
"69773" "female" "white, non-Hispanic" -0.12 0 7 1 1.4 3 3 1 73 0.99 7.74596669241483 "116"
"91182" "female" "white, non-Hispanic" -0.12 0 7 1 1.4 3 3 1 73 0.97 9.8488578017961 "116"
"5607" "female" "white, non-Hispanic" -0.54 8 8 1 1.6 2.4 3 1 70 -1.14 0 "117"
"27016" "female" "white, non-Hispanic" -0.54 8 8 1 1.6 2.4 3 1 70 0.29 3.60555127546399 "117"
"48425" "female" "white, non-Hispanic" -0.54 8 8 1 1.6 2.4 3 1 70 0.8 6 "117"
"69834" "female" "white, non-Hispanic" -0.54 8 8 1 1.6 2.4 3 1 70 1.21 7.68114574786861 "117"
"91243" "female" "white, non-Hispanic" -0.54 8 8 1 1.6 2.4 3 1 70 1.13 9.79795897113271 "117"
"5616" "female" "white, non-Hispanic" 0.37 6 8 1.5 1 2.8 3.25 1 72 -0.97 0 "118"
"27025" "female" "white, non-Hispanic" 0.37 6 8 1.5 1 2.8 3.25 1 72 0.13 3.60555127546399 "118"
"48434" "female" "white, non-Hispanic" 0.37 6 8 1.5 1 2.8 3.25 1 72 0.94 6.08276253029822 "118"
"69843" "female" "white, non-Hispanic" 0.37 6 8 1.5 1 2.8 3.25 1 72 1.14 7.68114574786861 "118"
"91252" "female" "white, non-Hispanic" 0.37 6 8 1.5 1 2.8 3.25 1 72 1.28 9.79795897113271 "118"
"5658" "male" "white, non-Hispanic" 0.09 4 8 1.25 1 4 4 1 72 -0.81 0 "119"
"27067" "male" "white, non-Hispanic" 0.09 4 8 1.25 1 4 4 1 72 0.43 3.3166247903554 "119"
"48476" "male" "white, non-Hispanic" 0.09 4 8 1.25 1 4 4 1 72 1.05 5.8309518948453 "119"
"69885" "male" "white, non-Hispanic" 0.09 4 8 1.25 1 4 4 1 72 1.21 7.74596669241483 "119"
"91294" "male" "white, non-Hispanic" 0.09 4 8 1.25 1 4 4 1 72 1.27 9.69535971483266 "119"
"5782" "female" "black or African American non-Hispanic" -1.11 5 3 1 1.75 2.6 3 1 70 -1.33 0 "120"
"27191" "female" "black or African American non-Hispanic" -1.11 5 3 1 1.75 2.6 3 1 70 -0.86 3.3166247903554 "120"
"48600" "female" "black or African American non-Hispanic" -1.11 5 3 1 1.75 2.6 3 1 70 0 6.08276253029822 "120"
"70009" "female" "black or African American non-Hispanic" -1.11 5 3 1 1.75 2.6 3 1 70 0.54 7.74596669241483 "120"
"91418" "female" "black or African American non-Hispanic" -1.11 5 3 1 1.75 2.6 3 1 70 0.81 9.74679434480896 "120"
"5834" "male" "black or African American non-Hispanic" 0.92 6 5 1.5 2.4 2.8 2.75 1 74 -0.18 0 "121"
"27243" "male" "black or African American non-Hispanic" 0.92 6 5 1.5 2.4 2.8 2.75 1 74 0.65 3.46410161513775 "121"
"48652" "male" "black or African American non-Hispanic" 0.92 6 5 1.5 2.4 2.8 2.75 1 74 1 5.91607978309962 "121"
"70061" "male" "black or African American non-Hispanic" 0.92 6 5 1.5 2.4 2.8 2.75 1 74 1.26 7.61577310586391 "121"
"91470" "male" "black or African American non-Hispanic" 0.92 6 5 1.5 2.4 2.8 2.75 1 74 1.72 9.69535971483266 "121"
"5842" "male" "black or African American non-Hispanic" 2.25 8 9 1.25 1.4 3.6 4 1 75 -0.1 0 "122"
"27251" "male" "black or African American non-Hispanic" 2.25 8 9 1.25 1.4 3.6 4 1 75 0.69 3.46410161513775 "122"
"48660" "male" "black or African American non-Hispanic" 2.25 8 9 1.25 1.4 3.6 4 1 75 1.21 5.91607978309962 "122"
"70069" "male" "black or African American non-Hispanic" 2.25 8 9 1.25 1.4 3.6 4 1 75 1.27 7.61577310586391 "122"
"91478" "male" "black or African American non-Hispanic" 2.25 8 9 1.25 1.4 3.6 4 1 75 1.72 9.69535971483266 "122"
"5861" "male" "black or African American non-Hispanic" 0.15 8 5 1.25 1.2 3.4 3 1 75 -0.96 0 "123"
"27270" "male" "black or African American non-Hispanic" 0.15 8 5 1.25 1.2 3.4 3 1 75 -0.01 3.3166247903554 "123"
"48679" "male" "black or African American non-Hispanic" 0.15 8 5 1.25 1.2 3.4 3 1 75 0.31 6 "123"
"70088" "male" "black or African American non-Hispanic" 0.15 8 5 1.25 1.2 3.4 3 1 75 0.8 7.74596669241483 "123"
"91497" "male" "black or African American non-Hispanic" 0.15 8 5 1.25 1.2 3.4 3 1 75 0.98 9.74679434480896 "123"
"5905" "female" "Asian" -1.05 6 9 2.5 1 2.4 3.5 1 79 -0.72 0 "124"
"27314" "female" "Asian" -1.05 6 9 2.5 1 2.4 3.5 1 79 -0.27 3.3166247903554 "124"
"48723" "female" "Asian" -1.05 6 9 2.5 1 2.4 3.5 1 79 0.96 6 "124"
"70132" "female" "Asian" -1.05 6 9 2.5 1 2.4 3.5 1 79 1.02 7.68114574786861 "124"
"91541" "female" "Asian" -1.05 6 9 2.5 1 2.4 3.5 1 79 1.3 9.74679434480896 "124"
"5925" "female" "white, non-Hispanic" 0.05 6 4 1.75 1.2 3.6 3.25 1 70 -0.83 0 "125"
"27334" "female" "white, non-Hispanic" 0.05 6 4 1.75 1.2 3.6 3.25 1 70 -0.02 3.46410161513775 "125"
"48743" "female" "white, non-Hispanic" 0.05 6 4 1.75 1.2 3.6 3.25 1 70 0.58 6 "125"
"70152" "female" "white, non-Hispanic" 0.05 6 4 1.75 1.2 3.6 3.25 1 70 0.78 7.61577310586391 "125"
"91561" "female" "white, non-Hispanic" 0.05 6 4 1.75 1.2 3.6 3.25 1 70 1.28 9.79795897113271 "125"
"5938" "male" "white, non-Hispanic" 0.81 3 2 1.25 1 3.6 3.75 1 78 -0.72 0 "126"
"27347" "male" "white, non-Hispanic" 0.81 3 2 1.25 1 3.6 3.75 1 78 0.19 3.3166247903554 "126"
"48756" "male" "white, non-Hispanic" 0.81 3 2 1.25 1 3.6 3.75 1 78 0.99 5.91607978309962 "126"
"70165" "male" "white, non-Hispanic" 0.81 3 2 1.25 1 3.6 3.75 1 78 1.09 7.54983443527075 "126"
"91574" "male" "white, non-Hispanic" 0.81 3 2 1.25 1 3.6 3.75 1 78 1.5 9.74679434480896 "126"
"5971" "male" "black or African American non-Hispanic" -0.28 6 6 2 1.4 2.5 3.25 1 77 -0.47 0 "127"
"27380" "male" "black or African American non-Hispanic" -0.28 6 6 2 1.4 2.5 3.25 1 77 0.2 3.46410161513775 "127"
"48789" "male" "black or African American non-Hispanic" -0.28 6 6 2 1.4 2.5 3.25 1 77 0.61 6 "127"
"70198" "male" "black or African American non-Hispanic" -0.28 6 6 2 1.4 2.5 3.25 1 77 0.94 7.74596669241483 "127"
"91607" "male" "black or African American non-Hispanic" -0.28 6 6 2 1.4 2.5 3.25 1 77 1.04 9.74679434480896 "127"
"6073" "female" "white, non-Hispanic" 0.38 8 7 1 1.8 3 3 1 78 -0.5 0 "128"
"27482" "female" "white, non-Hispanic" 0.38 8 7 1 1.8 3 3 1 78 0.38 3.46410161513775 "128"
"48891" "female" "white, non-Hispanic" 0.38 8 7 1 1.8 3 3 1 78 1 5.91607978309962 "128"
"70300" "female" "white, non-Hispanic" 0.38 8 7 1 1.8 3 3 1 78 1.21 7.61577310586391 "128"
"91709" "female" "white, non-Hispanic" 0.38 8 7 1 1.8 3 3 1 78 1.66 9.69535971483266 "128"
"6096" "male" "white, non-Hispanic" 0.33 5 6 1.25 1 3.75 4 1 77 -0.58 0 "129"
"27505" "male" "white, non-Hispanic" 0.33 5 6 1.25 1 3.75 4 1 77 0.4 3.16227766016838 "129"
"48914" "male" "white, non-Hispanic" 0.33 5 6 1.25 1 3.75 4 1 77 0.97 5.8309518948453 "129"
"70323" "male" "white, non-Hispanic" 0.33 5 6 1.25 1 3.75 4 1 77 1.25 7.68114574786861 "129"
"91732" "male" "white, non-Hispanic" 0.33 5 6 1.25 1 3.75 4 1 77 1.56 9.69535971483266 "129"
"6135" "female" "white, non-Hispanic" 0.25 8 8 1.25 1 2.4 3.25 1 72 -0.49 0 "130"
"27544" "female" "white, non-Hispanic" 0.25 8 8 1.25 1 2.4 3.25 1 72 0.06 3.3166247903554 "130"
"48953" "female" "white, non-Hispanic" 0.25 8 8 1.25 1 2.4 3.25 1 72 0.71 5.91607978309962 "130"
"70362" "female" "white, non-Hispanic" 0.25 8 8 1.25 1 2.4 3.25 1 72 0.84 7.68114574786861 "130"
"91771" "female" "white, non-Hispanic" 0.25 8 8 1.25 1 2.4 3.25 1 72 1.66 9.69535971483266 "130"
"6162" "female" "white, non-Hispanic" 0.4 5 8 1 1.8 2.4 3 1 76 -0.67 0 "131"
"27571" "female" "white, non-Hispanic" 0.4 5 8 1 1.8 2.4 3 1 76 0.41 3.46410161513775 "131"
"48980" "female" "white, non-Hispanic" 0.4 5 8 1 1.8 2.4 3 1 76 1.02 6 "131"
"70389" "female" "white, non-Hispanic" 0.4 5 8 1 1.8 2.4 3 1 76 1.27 7.74596669241483 "131"
"91798" "female" "white, non-Hispanic" 0.4 5 8 1 1.8 2.4 3 1 76 1.22 9.74679434480896 "131"
"6195" "female" "white, non-Hispanic" 0.54 3 4 1 1 4 4 1 74 -0.46 0 "132"
"27604" "female" "white, non-Hispanic" 0.54 3 4 1 1 4 4 1 74 0.45 3.46410161513775 "132"
"49013" "female" "white, non-Hispanic" 0.54 3 4 1 1 4 4 1 74 0.98 6 "132"
"70422" "female" "white, non-Hispanic" 0.54 3 4 1 1 4 4 1 74 1.41 7.61577310586391 "132"
"91831" "female" "white, non-Hispanic" 0.54 3 4 1 1 4 4 1 74 1.68 9.74679434480896 "132"
"6200" "male" "white, non-Hispanic" 0.68 1 5 2 2.2 3 3 1 69 -0.87 0 "133"
"27609" "male" "white, non-Hispanic" 0.68 1 5 2 2.2 3 3 1 69 0.47 3.46410161513775 "133"
"49018" "male" "white, non-Hispanic" 0.68 1 5 2 2.2 3 3 1 69 0.79 6 "133"
"70427" "male" "white, non-Hispanic" 0.68 1 5 2 2.2 3 3 1 69 1.24 7.61577310586391 "133"
"91836" "male" "white, non-Hispanic" 0.68 1 5 2 2.2 3 3 1 69 0.92 9.74679434480896 "133"
"6285" "female" "other" 1.41 7 7 1.25 1.8 3 3.25 1 76 -0.67 0 "134"
"27694" "female" "other" 1.41 7 7 1.25 1.8 3 3.25 1 76 0.18 3.46410161513775 "134"
"49103" "female" "other" 1.41 7 7 1.25 1.8 3 3.25 1 76 1.09 6 "134"
"70512" "female" "other" 1.41 7 7 1.25 1.8 3 3.25 1 76 1.26 7.81024967590665 "134"
"91921" "female" "other" 1.41 7 7 1.25 1.8 3 3.25 1 76 1.97 9.74679434480896 "134"
"6297" "male" "white, non-Hispanic" 0.37 8 6 2.25 1 2.8 3.25 1 68 -0.4 0 "135"
"27706" "male" "white, non-Hispanic" 0.37 8 6 2.25 1 2.8 3.25 1 68 0.19 3.46410161513775 "135"
"49115" "male" "white, non-Hispanic" 0.37 8 6 2.25 1 2.8 3.25 1 68 1.02 6 "135"
"70524" "male" "white, non-Hispanic" 0.37 8 6 2.25 1 2.8 3.25 1 68 1.19 7.81024967590665 "135"
"91933" "male" "white, non-Hispanic" 0.37 8 6 2.25 1 2.8 3.25 1 68 1.35 9.74679434480896 "135"
"6318" "male" "white, non-Hispanic" 0.17 8 8 1 3.2 2 2 1 77 -0.54 0 "136"
"27727" "male" "white, non-Hispanic" 0.17 8 8 1 3.2 2 2 1 77 0.05 3.74165738677394 "136"
"49136" "male" "white, non-Hispanic" 0.17 8 8 1 3.2 2 2 1 77 0.71 6.16441400296898 "136"
"70545" "male" "white, non-Hispanic" 0.17 8 8 1 3.2 2 2 1 77 0.83 7.74596669241483 "136"
"91954" "male" "white, non-Hispanic" 0.17 8 8 1 3.2 2 2 1 77 1.33 9.79795897113271 "136"
"6330" "male" "white, non-Hispanic" -0.45 8 6 1.75 1 3.4 3.25 1 74 0 0 "137"
"27739" "male" "white, non-Hispanic" -0.45 8 6 1.75 1 3.4 3.25 1 74 0.63 3.46410161513775 "137"
"49148" "male" "white, non-Hispanic" -0.45 8 6 1.75 1 3.4 3.25 1 74 1.03 6 "137"
"70557" "male" "white, non-Hispanic" -0.45 8 6 1.75 1 3.4 3.25 1 74 1.22 7.74596669241483 "137"
"91966" "male" "white, non-Hispanic" -0.45 8 6 1.75 1 3.4 3.25 1 74 1.61 9.89949493661167 "137"
"6350" "female" "white, non-Hispanic" 0 8 9 1.25 2 3.6 3.25 1 76 -0.65 0 "138"
"27759" "female" "white, non-Hispanic" 0 8 9 1.25 2 3.6 3.25 1 76 0.34 3.46410161513775 "138"
"49168" "female" "white, non-Hispanic" 0 8 9 1.25 2 3.6 3.25 1 76 1 6 "138"
"70577" "female" "white, non-Hispanic" 0 8 9 1.25 2 3.6 3.25 1 76 1.25 7.68114574786861 "138"
"91986" "female" "white, non-Hispanic" 0 8 9 1.25 2 3.6 3.25 1 76 1.65 9.79795897113271 "138"
"6378" "male" "white, non-Hispanic" 0.8 8 9 1.25 2 3 3.25 1 75 -0.55 0 "139"
"27787" "male" "white, non-Hispanic" 0.8 8 9 1.25 2 3 3.25 1 75 0.41 3.3166247903554 "139"
"49196" "male" "white, non-Hispanic" 0.8 8 9 1.25 2 3 3.25 1 75 0.81 5.91607978309962 "139"
"70605" "male" "white, non-Hispanic" 0.8 8 9 1.25 2 3 3.25 1 75 1.18 7.68114574786861 "139"
"92014" "male" "white, non-Hispanic" 0.8 8 9 1.25 2 3 3.25 1 75 1.32 9.69535971483266 "139"
"6505" "female" "other" 0.97 7 5 1.5 1.4 2.6 3.25 1 77 -0.22 0 "140"
"27914" "female" "other" 0.97 7 5 1.5 1.4 2.6 3.25 1 77 1.02 3.3166247903554 "140"
"49323" "female" "other" 0.97 7 5 1.5 1.4 2.6 3.25 1 77 1.44 5.91607978309962 "140"
"70732" "female" "other" 0.97 7 5 1.5 1.4 2.6 3.25 1 77 1.6 7.61577310586391 "140"
"92141" "female" "other" 0.97 7 5 1.5 1.4 2.6 3.25 1 77 1.8 9.74679434480896 "140"
"6523" "female" "white, non-Hispanic" -0.44 8 5 2 1.2 3.2 3.75 1 78 -0.22 0 "141"
"27932" "female" "white, non-Hispanic" -0.44 8 5 2 1.2 3.2 3.75 1 78 0.4 3.46410161513775 "141"
"49341" "female" "white, non-Hispanic" -0.44 8 5 2 1.2 3.2 3.75 1 78 1.07 6 "141"
"70750" "female" "white, non-Hispanic" -0.44 8 5 2 1.2 3.2 3.75 1 78 1.21 7.61577310586391 "141"
"92159" "female" "white, non-Hispanic" -0.44 8 5 2 1.2 3.2 3.75 1 78 1.7 9.69535971483266 "141"
"6527" "male" "other" 1.35 3 7 1.25 1.6 2.6 2.75 1 71 -0.4 0 "142"
"27936" "male" "other" 1.35 3 7 1.25 1.6 2.6 2.75 1 71 0.19 3.46410161513775 "142"
"49345" "male" "other" 1.35 3 7 1.25 1.6 2.6 2.75 1 71 1.13 6 "142"
