"GENDER" "RACE" "WKSESL" "C1GMOTOR" "C1FMOTOR" "T1INTERN" "T1EXTERN" "T1INTERP" "T1CONTRO" "P1FIRKDG" "AGEBASELINE" "score" "time" "CHILDID"
"79031" "female" "white, non-Hispanic" 1.47 8 7 1.25 2.2 2.4 2.25 1 75 0.99 7.68114574786861 "286"
"100440" "female" "white, non-Hispanic" 1.47 8 7 1.25 2.2 2.4 2.25 1 75 1.03 9.69535971483266 "286"
"14820" "male" "white, non-Hispanic" 1.06 6 5 1 1.6 3 3.25 1 70 -0.5 0 "287"
"36229" "male" "white, non-Hispanic" 1.06 6 5 1 1.6 3 3.25 1 70 0.01 3.46410161513775 "287"
"57638" "male" "white, non-Hispanic" 1.06 6 5 1 1.6 3 3.25 1 70 0.98 6.08276253029822 "287"
"79047" "male" "white, non-Hispanic" 1.06 6 5 1 1.6 3 3.25 1 70 1.05 7.74596669241483 "287"
"100456" "male" "white, non-Hispanic" 1.06 6 5 1 1.6 3 3.25 1 70 1.48 9.79795897113271 "287"
"14857" "female" "white, non-Hispanic" -0.07 8 6 2 2 3 2.75 1 73 -0.81 0 "288"
"36266" "female" "white, non-Hispanic" -0.07 8 6 2 2 3 2.75 1 73 0.12 3.46410161513775 "288"
"57675" "female" "white, non-Hispanic" -0.07 8 6 2 2 3 2.75 1 73 1.17 6.08276253029822 "288"
"79084" "female" "white, non-Hispanic" -0.07 8 6 2 2 3 2.75 1 73 1.48 7.68114574786861 "288"
"100493" "female" "white, non-Hispanic" -0.07 8 6 2 2 3 2.75 1 73 1.78 9.8488578017961 "288"
"14863" "female" "white, non-Hispanic" 0.58 8 7 1 1 4 4 1 77 -0.33 0 "289"
"36272" "female" "white, non-Hispanic" 0.58 8 7 1 1 4 4 1 77 0.58 3.46410161513775 "289"
"57681" "female" "white, non-Hispanic" 0.58 8 7 1 1 4 4 1 77 1.19 6.08276253029822 "289"
"79090" "female" "white, non-Hispanic" 0.58 8 7 1 1 4 4 1 77 1.54 7.68114574786861 "289"
"100499" "female" "white, non-Hispanic" 0.58 8 7 1 1 4 4 1 77 1.98 9.8488578017961 "289"
"14875" "male" "white, non-Hispanic" 0.5 6 9 1 1 3.2 3.67 1 78 0.29 0 "290"
"36284" "male" "white, non-Hispanic" 0.5 6 9 1 1 3.2 3.67 1 78 0.86 3.3166247903554 "290"
"57693" "male" "white, non-Hispanic" 0.5 6 9 1 1 3.2 3.67 1 78 1.01 6 "290"
"79102" "male" "white, non-Hispanic" 0.5 6 9 1 1 3.2 3.67 1 78 1.4 7.61577310586391 "290"
"100511" "male" "white, non-Hispanic" 0.5 6 9 1 1 3.2 3.67 1 78 1.55 9.74679434480896 "290"
"14897" "female" "white, non-Hispanic" 1.08 6 9 1.75 1 2.5 3.25 1 74 -0.23 0 "291"
"36306" "female" "white, non-Hispanic" 1.08 6 9 1.75 1 2.5 3.25 1 74 0.62 3.3166247903554 "291"
"57715" "female" "white, non-Hispanic" 1.08 6 9 1.75 1 2.5 3.25 1 74 0.99 6 "291"
"79124" "female" "white, non-Hispanic" 1.08 6 9 1.75 1 2.5 3.25 1 74 1.39 7.74596669241483 "291"
"100533" "female" "white, non-Hispanic" 1.08 6 9 1.75 1 2.5 3.25 1 74 1.32 9.74679434480896 "291"
"14923" "male" "white, non-Hispanic" 1.54 5 9 1.25 1 3.8 3.5 1 72 -0.38 0 "292"
"36332" "male" "white, non-Hispanic" 1.54 5 9 1.25 1 3.8 3.5 1 72 0.4 3.3166247903554 "292"
"57741" "male" "white, non-Hispanic" 1.54 5 9 1.25 1 3.8 3.5 1 72 1.33 6 "292"
"79150" "male" "white, non-Hispanic" 1.54 5 9 1.25 1 3.8 3.5 1 72 1.71 7.68114574786861 "292"
"100559" "male" "white, non-Hispanic" 1.54 5 9 1.25 1 3.8 3.5 1 72 1.73 9.69535971483266 "292"
"14951" "male" "white, non-Hispanic" 0.94 8 8 1.25 1.6 3.8 3.75 1 75 -0.25 0 "293"
"36360" "male" "white, non-Hispanic" 0.94 8 8 1.25 1.6 3.8 3.75 1 75 0.42 3.46410161513775 "293"
"57769" "male" "white, non-Hispanic" 0.94 8 8 1.25 1.6 3.8 3.75 1 75 1.16 6 "293"
"79178" "male" "white, non-Hispanic" 0.94 8 8 1.25 1.6 3.8 3.75 1 75 1.4 7.68114574786861 "293"
"100587" "male" "white, non-Hispanic" 0.94 8 8 1.25 1.6 3.8 3.75 1 75 1.76 9.79795897113271 "293"
"14975" "female" "white, non-Hispanic" 0.12 6 4 1 1.2 3 3 1 68 -0.68 0 "294"
"36384" "female" "white, non-Hispanic" 0.12 6 4 1 1.2 3 3 1 68 0.38 3.3166247903554 "294"
"57793" "female" "white, non-Hispanic" 0.12 6 4 1 1.2 3 3 1 68 0.88 6 "294"
"79202" "female" "white, non-Hispanic" 0.12 6 4 1 1.2 3 3 1 68 0.98 7.68114574786861 "294"
"100611" "female" "white, non-Hispanic" 0.12 6 4 1 1.2 3 3 1 68 1.42 9.74679434480896 "294"
"15044" "male" "white, non-Hispanic" -0.07 7 7 1 1 3.2 3.5 1 79 0.54 0 "295"
"36453" "male" "white, non-Hispanic" -0.07 7 7 1 1 3.2 3.5 1 79 0.73 3.3166247903554 "295"
"57862" "male" "white, non-Hispanic" -0.07 7 7 1 1 3.2 3.5 1 79 1.21 6 "295"
"79271" "male" "white, non-Hispanic" -0.07 7 7 1 1 3.2 3.5 1 79 1.24 7.61577310586391 "295"
"100680" "male" "white, non-Hispanic" -0.07 7 7 1 1 3.2 3.5 1 79 1.65 9.74679434480896 "295"
"15095" "female" "white, non-Hispanic" -0.55 1 4 2 1.4 3.2 3.25 1 78 -0.8 0 "296"
"36504" "female" "white, non-Hispanic" -0.55 1 4 2 1.4 3.2 3.25 1 78 0.59 3.60555127546399 "296"
"57913" "female" "white, non-Hispanic" -0.55 1 4 2 1.4 3.2 3.25 1 78 0.8 6.08276253029822 "296"
"79322" "female" "white, non-Hispanic" -0.55 1 4 2 1.4 3.2 3.25 1 78 1.21 7.74596669241483 "296"
"100731" "female" "white, non-Hispanic" -0.55 1 4 2 1.4 3.2 3.25 1 78 1.53 9.79795897113271 "296"
"15119" "female" "Asian" -0.89 7 3 2 1.6 2.6 3 1 69 -1.02 0 "297"
"36528" "female" "Asian" -0.89 7 3 2 1.6 2.6 3 1 69 -0.94 3.3166247903554 "297"
"57937" "female" "Asian" -0.89 7 3 2 1.6 2.6 3 1 69 -0.29 5.91607978309962 "297"
"79346" "female" "Asian" -0.89 7 3 2 1.6 2.6 3 1 69 0.26 7.68114574786861 "297"
"100755" "female" "Asian" -0.89 7 3 2 1.6 2.6 3 1 69 0.65 9.74679434480896 "297"
"15149" "male" "white, non-Hispanic" 0.93 6 7 1.25 1.6 4 3.5 1 74 -0.44 0 "298"
"36558" "male" "white, non-Hispanic" 0.93 6 7 1.25 1.6 4 3.5 1 74 0.21 3.46410161513775 "298"
"57967" "male" "white, non-Hispanic" 0.93 6 7 1.25 1.6 4 3.5 1 74 1.06 6 "298"
"79376" "male" "white, non-Hispanic" 0.93 6 7 1.25 1.6 4 3.5 1 74 1.22 7.61577310586391 "298"
"100785" "male" "white, non-Hispanic" 0.93 6 7 1.25 1.6 4 3.5 1 74 1.33 9.74679434480896 "298"
"15238" "male" "white, non-Hispanic" 0.18 6 8 1.5 2.2 2.2 2.25 1 71 -0.93 0 "299"
"36647" "male" "white, non-Hispanic" 0.18 6 8 1.5 2.2 2.2 2.25 1 71 0 3.46410161513775 "299"
"58056" "male" "white, non-Hispanic" 0.18 6 8 1.5 2.2 2.2 2.25 1 71 0.61 5.91607978309962 "299"
"79465" "male" "white, non-Hispanic" 0.18 6 8 1.5 2.2 2.2 2.25 1 71 0.87 7.74596669241483 "299"
"100874" "male" "white, non-Hispanic" 0.18 6 8 1.5 2.2 2.2 2.25 1 71 1.37 9.69535971483266 "299"
"15342" "male" "other" -0.6 7 6 1.5 1 3.8 3.25 1 68 -1 0 "300"
"36751" "male" "other" -0.6 7 6 1.5 1 3.8 3.25 1 68 -0.12 3.46410161513775 "300"
"58160" "male" "other" -0.6 7 6 1.5 1 3.8 3.25 1 68 0.58 6 "300"
"79569" "male" "other" -0.6 7 6 1.5 1 3.8 3.25 1 68 0.78 7.68114574786861 "300"
"100978" "male" "other" -0.6 7 6 1.5 1 3.8 3.25 1 68 0.73 9.74679434480896 "300"
"15353" "male" "black or African American non-Hispanic" -0.61 7 4 1 2 2.2 2.5 1 71 -1.27 0 "301"
"36762" "male" "black or African American non-Hispanic" -0.61 7 4 1 2 2.2 2.5 1 71 -0.25 3.46410161513775 "301"
"58171" "male" "black or African American non-Hispanic" -0.61 7 4 1 2 2.2 2.5 1 71 0.56 6.08276253029822 "301"
"79580" "male" "black or African American non-Hispanic" -0.61 7 4 1 2 2.2 2.5 1 71 0.79 7.61577310586391 "301"
"100989" "male" "black or African American non-Hispanic" -0.61 7 4 1 2 2.2 2.5 1 71 0.62 9.8488578017961 "301"
"15451" "male" "Asian" -0.01 5 5 1.25 2.4 2.8 2 1 72 -0.8 0 "302"
"36860" "male" "Asian" -0.01 5 5 1.25 2.4 2.8 2 1 72 -0.18 3.46410161513775 "302"
"58269" "male" "Asian" -0.01 5 5 1.25 2.4 2.8 2 1 72 0.6 6.16441400296898 "302"
"79678" "male" "Asian" -0.01 5 5 1.25 2.4 2.8 2 1 72 0.93 7.68114574786861 "302"
"101087" "male" "Asian" -0.01 5 5 1.25 2.4 2.8 2 1 72 1.12 9.79795897113271 "302"
"15464" "male" "Hispanic" -0.34 7 7 1.5 2.2 2.2 2 1 68 -0.02 0 "303"
"36873" "male" "Hispanic" -0.34 7 7 1.5 2.2 2.2 2 1 68 0.66 3.60555127546399 "303"
"58282" "male" "Hispanic" -0.34 7 7 1.5 2.2 2.2 2 1 68 1.2 6 "303"
"79691" "male" "Hispanic" -0.34 7 7 1.5 2.2 2.2 2 1 68 1.47 7.68114574786861 "303"
"101100" "male" "Hispanic" -0.34 7 7 1.5 2.2 2.2 2 1 68 1.71 9.74679434480896 "303"
"15539" "female" "other" 0.03 8 7 2 2 2.6 3 1 69 -0.58 0 "304"
"36948" "female" "other" 0.03 8 7 2 2 2.6 3 1 69 0.55 3.60555127546399 "304"
"58357" "female" "other" 0.03 8 7 2 2 2.6 3 1 69 0.94 6.08276253029822 "304"
"79766" "female" "other" 0.03 8 7 2 2 2.6 3 1 69 1.19 7.81024967590665 "304"
"101175" "female" "other" 0.03 8 7 2 2 2.6 3 1 69 1.6 9.8488578017961 "304"
"15562" "male" "white, non-Hispanic" 0.6 8 7 2.25 1.4 2.6 2.75 1 74 -0.36 0 "305"
"36971" "male" "white, non-Hispanic" 0.6 8 7 2.25 1.4 2.6 2.75 1 74 0.63 3.46410161513775 "305"
"58380" "male" "white, non-Hispanic" 0.6 8 7 2.25 1.4 2.6 2.75 1 74 1.45 6 "305"
"79789" "male" "white, non-Hispanic" 0.6 8 7 2.25 1.4 2.6 2.75 1 74 1.64 7.74596669241483 "305"
"101198" "male" "white, non-Hispanic" 0.6 8 7 2.25 1.4 2.6 2.75 1 74 2.16 9.74679434480896 "305"
"15612" "male" "white, non-Hispanic" 0.12 6 5 1 1 3.2 3.5 1 70 -1.28 0 "306"
"37021" "male" "white, non-Hispanic" 0.12 6 5 1 1 3.2 3.5 1 70 -0.05 3.46410161513775 "306"
"58430" "male" "white, non-Hispanic" 0.12 6 5 1 1 3.2 3.5 1 70 0.65 5.91607978309962 "306"
"79839" "male" "white, non-Hispanic" 0.12 6 5 1 1 3.2 3.5 1 70 0.86 7.54983443527075 "306"
"101248" "male" "white, non-Hispanic" 0.12 6 5 1 1 3.2 3.5 1 70 0.73 9.69535971483266 "306"
"15631" "male" "white, non-Hispanic" -0.77 7 9 2 1.2 3.2 3.25 1 78 -0.67 0 "307"
"37040" "male" "white, non-Hispanic" -0.77 7 9 2 1.2 3.2 3.25 1 78 0.3 3.46410161513775 "307"
"58449" "male" "white, non-Hispanic" -0.77 7 9 2 1.2 3.2 3.25 1 78 1.18 6 "307"
"79858" "male" "white, non-Hispanic" -0.77 7 9 2 1.2 3.2 3.25 1 78 1.05 7.61577310586391 "307"
"101267" "male" "white, non-Hispanic" -0.77 7 9 2 1.2 3.2 3.25 1 78 1.47 9.69535971483266 "307"
"15670" "male" "white, non-Hispanic" 0 5 6 1.33 1 2.25 2.75 1 71 -0.87 0 "308"
"37079" "male" "white, non-Hispanic" 0 5 6 1.33 1 2.25 2.75 1 71 -0.35 3.3166247903554 "308"
"58488" "male" "white, non-Hispanic" 0 5 6 1.33 1 2.25 2.75 1 71 0.37 5.91607978309962 "308"
"79897" "male" "white, non-Hispanic" 0 5 6 1.33 1 2.25 2.75 1 71 0.78 7.54983443527075 "308"
"101306" "male" "white, non-Hispanic" 0 5 6 1.33 1 2.25 2.75 1 71 0.92 9.69535971483266 "308"
"15674" "female" "other" 0.19 6 5 1.75 2 2.2 2.25 1 73 -0.75 0 "309"
"37083" "female" "other" 0.19 6 5 1.75 2 2.2 2.25 1 73 0.48 3.46410161513775 "309"
"58492" "female" "other" 0.19 6 5 1.75 2 2.2 2.25 1 73 0.98 5.91607978309962 "309"
"79901" "female" "other" 0.19 6 5 1.75 2 2.2 2.25 1 73 1.34 7.68114574786861 "309"
"101310" "female" "other" 0.19 6 5 1.75 2 2.2 2.25 1 73 1.21 9.69535971483266 "309"
"15756" "female" "white, non-Hispanic" 0.73 7 4 1.25 1.8 2.6 2.5 1 68 -1.03 0 "310"
"37165" "female" "white, non-Hispanic" 0.73 7 4 1.25 1.8 2.6 2.5 1 68 -0.41 3.46410161513775 "310"
"58574" "female" "white, non-Hispanic" 0.73 7 4 1.25 1.8 2.6 2.5 1 68 0.16 6 "310"
"79983" "female" "white, non-Hispanic" 0.73 7 4 1.25 1.8 2.6 2.5 1 68 0.74 7.61577310586391 "310"
"101392" "female" "white, non-Hispanic" 0.73 7 4 1.25 1.8 2.6 2.5 1 68 0.93 9.69535971483266 "310"
"15806" "female" "other" 0.57 5 5 2.25 2.8 2 2.25 1 71 -0.5 0 "311"
"37215" "female" "other" 0.57 5 5 2.25 2.8 2 2.25 1 71 -0.05 3.46410161513775 "311"
"58624" "female" "other" 0.57 5 5 2.25 2.8 2 2.25 1 71 0.8 5.8309518948453 "311"
"80033" "female" "other" 0.57 5 5 2.25 2.8 2 2.25 1 71 0.95 7.61577310586391 "311"
"101442" "female" "other" 0.57 5 5 2.25 2.8 2 2.25 1 71 1.55 9.74679434480896 "311"
"15847" "male" "Asian" -0.63 7 6 1 1.6 3 3.75 1 72 -0.96 0 "312"
"37256" "male" "Asian" -0.63 7 6 1 1.6 3 3.75 1 72 -0.18 3.46410161513775 "312"
"58665" "male" "Asian" -0.63 7 6 1 1.6 3 3.75 1 72 0.59 6 "312"
"80074" "male" "Asian" -0.63 7 6 1 1.6 3 3.75 1 72 0.81 7.74596669241483 "312"
"101483" "male" "Asian" -0.63 7 6 1 1.6 3 3.75 1 72 0.97 9.79795897113271 "312"
"15872" "female" "Hispanic" 0.96 5 3 1.5 2 3.8 3.75 1 70 -0.39 0 "313"
"37281" "female" "Hispanic" 0.96 5 3 1.5 2 3.8 3.75 1 70 0.3 3.60555127546399 "313"
"58690" "female" "Hispanic" 0.96 5 3 1.5 2 3.8 3.75 1 70 1.02 6 "313"
"80099" "female" "Hispanic" 0.96 5 3 1.5 2 3.8 3.75 1 70 1.21 7.74596669241483 "313"
"101508" "female" "Hispanic" 0.96 5 3 1.5 2 3.8 3.75 1 70 1.5 9.74679434480896 "313"
"15891" "female" "white, non-Hispanic" 1.12 8 6 1.5 2.4 2.25 2.67 1 77 -0.03 0 "314"
"37300" "female" "white, non-Hispanic" 1.12 8 6 1.5 2.4 2.25 2.67 1 77 1.02 3.46410161513775 "314"
"58709" "female" "white, non-Hispanic" 1.12 8 6 1.5 2.4 2.25 2.67 1 77 1.05 6 "314"
"80118" "female" "white, non-Hispanic" 1.12 8 6 1.5 2.4 2.25 2.67 1 77 1.42 7.61577310586391 "314"
"101527" "female" "white, non-Hispanic" 1.12 8 6 1.5 2.4 2.25 2.67 1 77 1.84 9.69535971483266 "314"
"15939" "female" "white, non-Hispanic" 0.45 5 4 1.25 2.4 2.6 2.25 1 72 -0.82 0 "315"
"37348" "female" "white, non-Hispanic" 0.45 5 4 1.25 2.4 2.6 2.25 1 72 -0.04 3.3166247903554 "315"
"58757" "female" "white, non-Hispanic" 0.45 5 4 1.25 2.4 2.6 2.25 1 72 0.49 6 "315"
"80166" "female" "white, non-Hispanic" 0.45 5 4 1.25 2.4 2.6 2.25 1 72 0.7 7.68114574786861 "315"
"101575" "female" "white, non-Hispanic" 0.45 5 4 1.25 2.4 2.6 2.25 1 72 1.16 9.69535971483266 "315"
"16042" "male" "other" 0.86 8 4 3.75 3.8 2 2 1 77 -0.17 0 "316"
"37451" "male" "other" 0.86 8 4 3.75 3.8 2 2 1 77 0.78 3.46410161513775 "316"
"58860" "male" "other" 0.86 8 4 3.75 3.8 2 2 1 77 1 5.91607978309962 "316"
"80269" "male" "other" 0.86 8 4 3.75 3.8 2 2 1 77 1.61 7.61577310586391 "316"
"101678" "male" "other" 0.86 8 4 3.75 3.8 2 2 1 77 1.89 9.69535971483266 "316"
"16157" "female" "white, non-Hispanic" -0.51 5 4 2 2.8 2.2 2 1 73 -1.7 0 "317"
"37566" "female" "white, non-Hispanic" -0.51 5 4 2 2.8 2.2 2 1 73 -0.56 3.3166247903554 "317"
"58975" "female" "white, non-Hispanic" -0.51 5 4 2 2.8 2.2 2 1 73 0.6 5.74456264653803 "317"
"80384" "female" "white, non-Hispanic" -0.51 5 4 2 2.8 2.2 2 1 73 0.96 7.54983443527075 "317"
"101793" "female" "white, non-Hispanic" -0.51 5 4 2 2.8 2.2 2 1 73 1.2 9.64365076099295 "317"
"16215" "male" "Hispanic" -0.59 6 5 1 1.2 3.6 3.75 1 68 -0.98 0 "318"
"37624" "male" "Hispanic" -0.59 6 5 1 1.2 3.6 3.75 1 68 0.19 3.46410161513775 "318"
"59033" "male" "Hispanic" -0.59 6 5 1 1.2 3.6 3.75 1 68 0.78 5.91607978309962 "318"
"80442" "male" "Hispanic" -0.59 6 5 1 1.2 3.6 3.75 1 68 1 7.61577310586391 "318"
"101851" "male" "Hispanic" -0.59 6 5 1 1.2 3.6 3.75 1 68 1.16 9.69535971483266 "318"
"16528" "female" "other" 0.65 7 6 2.75 2.4 2.2 2.25 1 68 -0.33 0 "319"
"37937" "female" "other" 0.65 7 6 2.75 2.4 2.2 2.25 1 68 0.59 3.60555127546399 "319"
"59346" "female" "other" 0.65 7 6 2.75 2.4 2.2 2.25 1 68 1.08 6.08276253029822 "319"
"80755" "female" "other" 0.65 7 6 2.75 2.4 2.2 2.25 1 68 1.34 7.68114574786861 "319"
"102164" "female" "other" 0.65 7 6 2.75 2.4 2.2 2.25 1 68 1.81 9.8488578017961 "319"
"16747" "female" "white, non-Hispanic" 0.92 4 8 1 1.8 2.8 3.5 1 72 -0.67 0 "320"
"38156" "female" "white, non-Hispanic" 0.92 4 8 1 1.8 2.8 3.5 1 72 0.1 3.46410161513775 "320"
"59565" "female" "white, non-Hispanic" 0.92 4 8 1 1.8 2.8 3.5 1 72 0.79 6 "320"
"80974" "female" "white, non-Hispanic" 0.92 4 8 1 1.8 2.8 3.5 1 72 1.04 7.61577310586391 "320"
"102383" "female" "white, non-Hispanic" 0.92 4 8 1 1.8 2.8 3.5 1 72 1.42 9.74679434480896 "320"
"16754" "male" "white, non-Hispanic" 0.07 8 8 1 1 4 3.75 1 76 -0.39 0 "321"
"38163" "male" "white, non-Hispanic" 0.07 8 8 1 1 4 3.75 1 76 0.18 3.46410161513775 "321"
"59572" "male" "white, non-Hispanic" 0.07 8 8 1 1 4 3.75 1 76 1.4 6 "321"
"80981" "male" "white, non-Hispanic" 0.07 8 8 1 1 4 3.75 1 76 0.96 7.61577310586391 "321"
"102390" "male" "white, non-Hispanic" 0.07 8 8 1 1 4 3.75 1 76 1.36 9.74679434480896 "321"
"16863" "male" "other" 0 6 8 1.25 1 3.8 3.5 1 73 -0.85 0 "322"
"38272" "male" "other" 0 6 8 1.25 1 3.8 3.5 1 73 -0.01 3.3166247903554 "322"
"59681" "male" "other" 0 6 8 1.25 1 3.8 3.5 1 73 0.79 5.91607978309962 "322"
"81090" "male" "other" 0 6 8 1.25 1 3.8 3.5 1 73 1 7.61577310586391 "322"
"102499" "male" "other" 0 6 8 1.25 1 3.8 3.5 1 73 0.78 9.74679434480896 "322"
"16927" "female" "other" 1.85 8 9 1.25 1.75 2.2 2.25 1 75 -0.92 0 "323"
"38336" "female" "other" 1.85 8 9 1.25 1.75 2.2 2.25 1 75 -0.01 3.3166247903554 "323"
"59745" "female" "other" 1.85 8 9 1.25 1.75 2.2 2.25 1 75 0.8 6 "323"
"81154" "female" "other" 1.85 8 9 1.25 1.75 2.2 2.25 1 75 1.08 7.61577310586391 "323"
"102563" "female" "other" 1.85 8 9 1.25 1.75 2.2 2.25 1 75 1.07 9.69535971483266 "323"
"17021" "female" "Asian" -0.37 6 1 1 1 3 3.5 1 70 -1.08 0 "324"
"38430" "female" "Asian" -0.37 6 1 1 1 3 3.5 1 70 -0.53 3.3166247903554 "324"
"59839" "female" "Asian" -0.37 6 1 1 1 3 3.5 1 70 0.41 6 "324"
"81248" "female" "Asian" -0.37 6 1 1 1 3 3.5 1 70 0.74 7.61577310586391 "324"
"102657" "female" "Asian" -0.37 6 1 1 1 3 3.5 1 70 0.83 9.74679434480896 "324"
"17032" "male" "Asian" -0.57 5 7 2.25 2.2 2 2.25 1 76 -0.58 0 "325"
"38441" "male" "Asian" -0.57 5 7 2.25 2.2 2 2.25 1 76 -0.02 3.3166247903554 "325"
"59850" "male" "Asian" -0.57 5 7 2.25 2.2 2 2.25 1 76 0.82 6.08276253029822 "325"
"81259" "male" "Asian" -0.57 5 7 2.25 2.2 2 2.25 1 76 1.18 7.74596669241483 "325"
"102668" "male" "Asian" -0.57 5 7 2.25 2.2 2 2.25 1 76 1.16 9.79795897113271 "325"
"17157" "male" "Hispanic" 0.5 8 8 1 1.8 3.4 2.75 1 74 -0.28 0 "326"
"38566" "male" "Hispanic" 0.5 8 8 1 1.8 3.4 2.75 1 74 0.46 3.46410161513775 "326"
"59975" "male" "Hispanic" 0.5 8 8 1 1.8 3.4 2.75 1 74 0.8 6 "326"
"81384" "male" "Hispanic" 0.5 8 8 1 1.8 3.4 2.75 1 74 1.05 7.54983443527075 "326"
"102793" "male" "Hispanic" 0.5 8 8 1 1.8 3.4 2.75 1 74 1.37 9.69535971483266 "326"
"17213" "male" "Hispanic" -0.72 8 9 1.5 1 3.6 3.33 1 75 -0.01 0 "327"
"38622" "male" "Hispanic" -0.72 8 9 1.5 1 3.6 3.33 1 75 0.55 3.46410161513775 "327"
"60031" "male" "Hispanic" -0.72 8 9 1.5 1 3.6 3.33 1 75 0.85 6 "327"
"81440" "male" "Hispanic" -0.72 8 9 1.5 1 3.6 3.33 1 75 1.18 7.61577310586391 "327"
"102849" "male" "Hispanic" -0.72 8 9 1.5 1 3.6 3.33 1 75 1.23 9.69535971483266 "327"
"17524" "male" "Asian" 0.41 8 6 1.5 2 3 3.5 1 81 -0.6 0 "328"
"38933" "male" "Asian" 0.41 8 6 1.5 2 3 3.5 1 81 -0.01 3.46410161513775 "328"
"60342" "male" "Asian" 0.41 8 6 1.5 2 3 3.5 1 81 0.81 5.91607978309962 "328"
"81751" "male" "Asian" 0.41 8 6 1.5 2 3 3.5 1 81 1.12 7.61577310586391 "328"
"103160" "male" "Asian" 0.41 8 6 1.5 2 3 3.5 1 81 1.22 9.69535971483266 "328"
"17591" "male" "Asian" -0.07 7 4 1 1 3.2 3.25 1 72 -0.34 0 "329"
"39000" "male" "Asian" -0.07 7 4 1 1 3.2 3.25 1 72 0.6 3.46410161513775 "329"
"60409" "male" "Asian" -0.07 7 4 1 1 3.2 3.25 1 72 0.93 5.91607978309962 "329"
"81818" "male" "Asian" -0.07 7 4 1 1 3.2 3.25 1 72 1.25 7.61577310586391 "329"
"103227" "male" "Asian" -0.07 7 4 1 1 3.2 3.25 1 72 1.72 9.74679434480896 "329"
"17693" "male" "white, non-Hispanic" 1.2 5 7 2 2 2.4 2.75 1 74 -0.28 0 "330"
"39102" "male" "white, non-Hispanic" 1.2 5 7 2 2 2.4 2.75 1 74 0.6 3.46410161513775 "330"
"60511" "male" "white, non-Hispanic" 1.2 5 7 2 2 2.4 2.75 1 74 1.09 5.91607978309962 "330"
"81920" "male" "white, non-Hispanic" 1.2 5 7 2 2 2.4 2.75 1 74 1.41 7.74596669241483 "330"
"103329" "male" "white, non-Hispanic" 1.2 5 7 2 2 2.4 2.75 1 74 1.95 9.74679434480896 "330"
"17771" "female" "Asian" -0.41 4 3 1.25 1.6 2.4 2.25 1 71 -0.75 0 "331"
"39180" "female" "Asian" -0.41 4 3 1.25 1.6 2.4 2.25 1 71 0.2 3.60555127546399 "331"
"60589" "female" "Asian" -0.41 4 3 1.25 1.6 2.4 2.25 1 71 0.62 6 "331"
"81998" "female" "Asian" -0.41 4 3 1.25 1.6 2.4 2.25 1 71 0.9 7.68114574786861 "331"
"103407" "female" "Asian" -0.41 4 3 1.25 1.6 2.4 2.25 1 71 0.99 9.69535971483266 "331"
"17812" "male" "white, non-Hispanic" -0.33 5 5 2 1.2 2.4 3 1 72 -1.2 0 "332"
"39221" "male" "white, non-Hispanic" -0.33 5 5 2 1.2 2.4 3 1 72 0.01 3.60555127546399 "332"
"60630" "male" "white, non-Hispanic" -0.33 5 5 2 1.2 2.4 3 1 72 0.77 5.91607978309962 "332"
"82039" "male" "white, non-Hispanic" -0.33 5 5 2 1.2 2.4 3 1 72 1.11 7.68114574786861 "332"
"103448" "male" "white, non-Hispanic" -0.33 5 5 2 1.2 2.4 3 1 72 0.98 9.74679434480896 "332"
"17837" "male" "white, non-Hispanic" 1.62 7 4 1.25 1.2 3 3.5 1 74 -0.16 0 "333"
"39246" "male" "white, non-Hispanic" 1.62 7 4 1.25 1.2 3 3.5 1 74 0.41 3.46410161513775 "333"
"60655" "male" "white, non-Hispanic" 1.62 7 4 1.25 1.2 3 3.5 1 74 1.37 6.08276253029822 "333"
"82064" "male" "white, non-Hispanic" 1.62 7 4 1.25 1.2 3 3.5 1 74 1.17 7.81024967590665 "333"
"103473" "male" "white, non-Hispanic" 1.62 7 4 1.25 1.2 3 3.5 1 74 1.43 9.79795897113271 "333"
"17861" "male" "white, non-Hispanic" 1.83 8 7 1 1.8 3 3 1 75 -0.23 0 "334"
"39270" "male" "white, non-Hispanic" 1.83 8 7 1 1.8 3 3 1 75 0.79 3.46410161513775 "334"
"60679" "male" "white, non-Hispanic" 1.83 8 7 1 1.8 3 3 1 75 1.17 6 "334"
"82088" "male" "white, non-Hispanic" 1.83 8 7 1 1.8 3 3 1 75 1.76 7.61577310586391 "334"
"103497" "male" "white, non-Hispanic" 1.83 8 7 1 1.8 3 3 1 75 2.25 9.74679434480896 "334"
"17863" "male" "white, non-Hispanic" 0.79 7 9 1.25 1 4 4 1 72 0.17 0 "335"
"39272" "male" "white, non-Hispanic" 0.79 7 9 1.25 1 4 4 1 72 0.81 3.46410161513775 "335"
"60681" "male" "white, non-Hispanic" 0.79 7 9 1.25 1 4 4 1 72 1.55 6 "335"
"82090" "male" "white, non-Hispanic" 0.79 7 9 1.25 1 4 4 1 72 1.51 7.61577310586391 "335"
"103499" "male" "white, non-Hispanic" 0.79 7 9 1.25 1 4 4 1 72 1.99 9.74679434480896 "335"
"17864" "male" "white, non-Hispanic" 1.88 7 8 1 1.4 3.2 3.5 1 80 0.85 0 "336"
